CustomerID,Recency,Frequency,Monetary,TotalQuantity
12346,1.4619928068665424,-0.9552142636712971,3.7062247576371363,74215
12347,-2.0387344178427855,1.0744251947249353,1.4118434139658396,2458
12348,0.37310423556778083,0.3863044476016776,0.7164888970385849,2341
12349,-0.6230859205766931,-0.9552142636712971,0.6987393956420775,631
12350,1.4245575339360348,-0.9552142636712971,-0.6189621995772402,197
12352,-0.16402870097223204,1.2468684386726128,0.9807530389309995,536
12353,1.1135502505032524,-0.9552142636712971,-1.6651527513281688,20
12354,1.2090862834765006,-0.9552142636712971,0.3113164548768808,530
12355,1.1490907416248033,-0.9552142636712971,-0.36704268534959555,240
12356,-0.4870358868672529,0.05960546552681911,1.072166366005457,1591
12357,-0.22712620679597337,-0.9552142636712971,1.7019399059577833,2708
12358,-2.0387344178427855,-0.36158277709840037,0.37403843277933535,248
12359,0.1841671134665053,0.3863044476016776,1.7227876375624651,1622
12360,0.10413950578058002,0.05960546552681911,1.0287659978857018,1165
12361,1.3672244617898772,-0.9552142636712971,-1.067156470331932,91
12362,-1.8240633918658722,1.5406654655354899,1.5651014053126442,2229
12363,0.6557659603678762,-0.36158277709840037,-0.22129943482556674,408
12364,-1.2189397565026774,0.3863044476016776,0.46704700202031074,1506
12365,1.377517166470927,-0.36158277709840037,-0.1021502899670142,174
12367,-1.6575516078937147,-0.9552142636712971,-1.159837140090883,173
12370,0.08992556633514363,0.3863044476016776,1.256642164456396,2353
12371,-0.0015614215275583125,-0.36158277709840037,0.755630558813062,591
12372,0.34305147915390505,0.05960546552681911,0.4578803159556508,794
12373,1.4269530713337628,-0.9552142636712971,-0.5503971048155197,197
12374,-0.4273072773233673,-0.9552142636712971,0.014569212366769146,342
12375,-1.0042687305257638,-0.36158277709840037,-0.3703314380988366,178
12377,1.4364590503135464,-0.36158277709840037,0.6379412185868837,944
12378,0.7793883005555002,-0.9552142636712971,1.354207388002105,2529
12379,0.4388506943278125,-0.36158277709840037,0.1235960626180742,407
12380,-0.5187942651860693,0.3863044476016776,1.047287700594385,1127
12381,-1.5215015741842748,0.6532369520997158,0.7374686635736019,808
12383,1.0409714714796316,0.6532369520997158,0.7397268157817323,1532
12384,-0.3205241028950956,-0.36158277709840037,-0.17483775605902452,126
12386,1.4888861411471739,-0.36158277709840037,-0.47313765791452395,354
12388,-0.7443590504544844,0.8789251688960832,1.0634175822381529,1462
12390,0.4206495661775393,-0.9552142636712971,-0.22441182068610765,353
12391,-0.5187942651860693,-0.9552142636712971,-0.36447309198428984,300
12393,0.34305147915390505,0.3863044476016776,0.615403824615098,816
12394,0.25643735030730064,-0.36158277709840037,0.44207651187206687,819
12395,-0.6230859205766931,1.7852452398084835,1.1286985610690166,2118
12397,-0.16402870097223204,-0.36158277709840037,0.9496558251186266,1263
12398,0.014486707924192927,-0.9552142636712971,0.6416134534410843,1394
12399,0.713941584421926,0.3863044476016776,0.3325607791120429,1178
12401,1.4075699228848029,-0.9552142636712971,-1.707807294273016,11
12402,1.4551152534945606,-0.9552142636712971,-0.9308178639629089,94
12403,0.07543561088562381,-0.9552142636712971,-0.4237759840244887,96
12405,0.8804533683940834,-0.9552142636712971,0.6771209816468954,857
12406,-0.5187942651860693,-0.36158277709840037,1.226853945195335,1818
12407,0.07543561088562381,0.6532369520997158,0.6760654279957418,1416
12408,-0.22712620679597337,0.6532369520997158,1.0936799650762783,1409
12409,0.4113797667403285,0.05960546552681911,2.162102529221574,5551
12410,1.4221542814287025,-0.36158277709840037,-0.040304177044463416,211
12412,0.37310423556778083,0.05960546552681911,0.4130775790891964,829
12413,0.2901066368625376,0.05960546552681911,0.030623015576599005,286
12414,1.159430989184945,0.05960546552681911,-0.20646794238648378,300
12415,-0.45657413660453583,2.555485194733606,4.089098373859291,77374
12417,-1.8240633918658722,1.4011241767997944,1.2794980922437462,1552
12418,0.6756660532493783,-0.9552142636712971,-0.06916989886128724,407
12420,0.25643735030730064,-0.9552142636712971,-0.1545875996621648,345
12421,-0.7443590504544844,0.3863044476016776,0.08031000296181638,484
12422,0.5551626080798789,0.05960546552681911,0.07687759802100734,370
12423,-2.341296235524383,1.2468684386726128,0.7434762121608898,1339
12424,0.947038466531095,-0.36158277709840037,0.7002800108774175,740
12425,0.4019933629965244,-0.9552142636712971,0.050385536557672,496
12426,1.0800489471232713,-0.9552142636712971,-0.17829073391283512,258
12427,-0.5187942651860693,0.05960546552681911,0.09856248367486417,533
12428,-0.3991450951625692,1.4011241767997944,1.8992969152172443,3536
12429,-1.1403187642352037,0.3863044476016776,1.301268275103472,1557
12430,-0.034731738315937795,-0.9552142636712971,-0.8294645672136798,117
12431,-0.16402870097223204,2.0892449239230517,1.7369930519054975,2906
12432,-0.034731738315937795,0.6532369520997158,1.539293440067032,1801
12433,-2.341296235524383,1.0744251947249353,2.3123744937890036,11071
12434,0.4653461139941349,-0.36158277709840037,0.07942373126175259,394
12435,0.4206495661775393,-0.36158277709840037,1.8865457875394949,2055
12436,0.5853165797205673,-0.9552142636712971,-0.28565887932622225,211
12437,-2.0387344178427855,2.3408466559766334,1.5221510545291004,2922
12438,-0.8377569465536066,-0.36158277709840037,1.0987006679650533,1180
12441,1.5501371094479746,-0.9552142636712971,-1.1383638592446061,121
12442,-1.8240633918658722,-0.9552142636712971,-1.14518162259322,182
12444,-0.5519645819744484,0.6532369520997158,1.5307835260656797,1153
12445,-0.5187942651860693,-0.9552142636712971,-1.346240441148535,62
12446,0.1841671134665053,-0.9552142636712971,0.25244506503585584,351
12447,1.2435087462334857,-0.9552142636712971,-0.3380570057913547,190
12448,-0.01796228521349842,-0.9552142636712971,-0.38441824291822546,243
12449,-0.5187942651860693,0.3863044476016776,1.3657597282233311,1553
12450,0.9144883541766984,-0.36158277709840037,-1.0345886056659306,128
12451,-1.0042687305257638,0.6532369520997158,2.000427014737319,6575
12452,-0.7017069128441668,-0.36158277709840037,-0.4184696573179272,185
12453,0.8018323761266101,-0.9552142636712971,-0.024697892183045876,473
12454,0.1584332095908674,-0.9552142636712971,1.2527422422884857,1006
12455,0.35320414268627925,0.8789251688960832,0.9682264071623882,2089
12456,-0.01796228521349842,0.05960546552681911,1.170361382834635,1633
12457,0.27905148268373375,1.0744251947249353,0.9341100748765044,843
12458,0.33275877447285523,-0.36158277709840037,0.20768445070504069,506
12461,0.5396160195399382,-0.36158277709840037,0.0996006215961298,287
12462,-0.6230859205766931,-0.36158277709840037,0.3885513175762943,536
12463,0.11808774849594178,0.3863044476016776,0.4859917539016403,776
12464,-1.0691974256329595,1.2468684386726128,0.4034140351554218,112
12465,-0.7017069128441668,-0.36158277709840037,0.013777748674131559,479
12468,1.0529110743320027,-0.36158277709840037,0.00012473505372667906,366
12471,-2.0387344178427855,3.057582165231702,2.625249451475796,8212
12472,-0.24940276429285124,1.0744251947249353,1.7473024794817706,4148
